MutTable_Hydro_GeneName	pLI	mis_z
CD300E	2.37E-02	5.29E-01
CCR4	6.86E-02	7.46E-01
SRD5A3	2.49E-04	7.60E-01
HEXA	1.34E-11	-4.09E-01
APBB3	5.08E-10	8.14E-01
GNB5	6.36E-08	1.50E+00
CASP9	7.38E-06	2.69E-02
GSKIP	3.82E-01	9.83E-01
PSTK	7.40E-06	-1.38E-01
GPR155	6.04E-16	1.61E+00
USP6	2.95E-35	-1.43E-01
KIAA0895	6.33E-08	1.55E+00
TRPV5	2.64E-14	-1.93E-01
WDR53	2.49E-03	3.80E-01
CLGN	1.28E-11	7.89E-01
PZP	6.82E-36	3.66E-01
SLC52A2	2.48E-03	-8.45E-01
ZNF394	2.24E-06	2.11E-01
TTC9	6.82E-02	4.89E-01
SLC35C1	2.35E-02	1.16E+00
NPHP1	1.24E-17	2.26E-01
TMC1	9.18E-19	8.58E-01
NUFIP1	6.29E-08	-1.68E-01
PAFAH1B3	2.48E-03	1.06E+00
ERI2	5.02E-10	1.50E+00
UROC1	2.08E-15	-5.09E-01
TNNT3	2.08E-07	4.63E-01
SNAPC4	2.65E-29	-1.08E+00
SNCB	6.81E-02	9.52E-01
ZNF619	2.36E-05	1.12E-01
GUCA2B	3.81E-01	3.22E-01
ARHGEF10	6.77E-30	-2.72E+00
TSTD1	3.81E-01	8.23E-01
EIF2B1	7.62E-05	1.38E+00
EXOSC4	6.80E-02	5.57E-01
HIST2H2AB	6.15E-01	8.66E-01
ZYG11A	1.26E-11	1.22E+00
GDF2	2.47E-03	4.58E-01
GPR6	6.81E-02	9.94E-01
CCR2	2.34E-02	3.39E-02
CLDN15	2.33E-02	6.66E-01
DUOXA1	7.59E-05	7.21E-01
CEP162	1.53E-27	-2.44E-01
HLA-DMB	2.46E-03	1.59E+00
RFC2	2.21E-06	1.15E+00
CAGE1	8.71E-14	8.86E-01
RIDA	6.79E-02	9.45E-02
RECQL5	3.17E-18	-4.55E-03
TIMELESS	9.85E-35	6.56E-02
GPAA1	5.50E-09	8.68E-01
SRBD1	1.69E-20	-1.85E+00
ABCB6	8.60E-19	-1.39E-01
OR52E8	3.81E-01	-1.23E+00
CHRND	5.45E-09	5.40E-02
SEC23B	6.10E-20	4.73E-01
SOD1	1.77E-01	8.38E-01
KLHL26	2.19E-06	1.31E+00
RFXAP	2.33E-02	1.04E+00
MASP1	1.23E-11	-1.60E-01
SPTLC1	4.19E-11	1.13E+00
CATSPER3	7.52E-05	-3.28E-01
SLC22A4	1.83E-08	8.52E-01
DPY30	1.77E-01	1.47E+00
SLC6A13	1.22E-11	2.32E-02
EMID1	6.06E-08	5.11E-01
GRIN3B	2.02E-07	-1.03E+00
RSAD1	2.17E-06	-3.72E-01
MROH7	4.81E-24	-8.13E-02
BEND6	7.69E-04	7.12E-01
ZNF783	2.17E-06	2.53E-01
FAM3D	2.41E-04	2.05E-01
SHARPIN	2.31E-05	-4.39E-02
AGPAT5	7.08E-06	-1.66E+00
TRAF3IP2	1.62E-09	1.63E+00
PATL2	1.21E-11	1.48E+00
IQCH	1.09E-21	7.72E-01
TBX19	7.11E-06	5.64E-01
TMEM174	1.77E-01	-1.17E-01
SFTPD	7.49E-05	5.78E-01
CELA1	2.39E-04	7.04E-01
IGFBP4	2.31E-02	8.54E-01
STK32A	1.98E-07	5.78E-01
CCKBR	2.14E-06	6.56E-01
MROH9	5.09E-16	1.09E-02
CHRNA9	7.04E-06	-1.02E-01
SLC14A2	1.06E-17	-1.38E-01
TCHH	4.71E-24	-6.60E+00
CBLN1	1.76E-01	1.68E+00
ANXA11	4.70E-10	-2.49E-01
PCDH12	2.85E-13	7.84E-01
THAP9	9.99E-13	1.44E+00
BBS1	3.41E-12	1.56E-01
GNAT2	6.95E-06	6.63E-01
MAP7D3	4.61E-10	-1.11E-01
SIGLEC5	2.12E-06	-2.43E-01
SMTNL2	2.38E-04	6.68E-01
TOM1L1	4.60E-10	2.98E-01
GALNT5	7.93E-14	4.78E-01
EXOC3L4	5.24E-09	6.91E-01
CRYGS	2.30E-02	2.43E-01
GAA	2.82E-18	-6.33E-01
KNSTRN	2.13E-06	-4.63E-01
RRP7A	2.38E-04	-3.51E-01
CLTCL1	2.51E-37	7.77E-01
PTN	7.51E-03	1.18E+00
TMEM266	1.94E-07	7.51E-01
CENPU	5.79E-08	-4.62E-01
ABHD5	6.42E-07	4.74E-01
PTGER2	7.49E-03	3.93E-01
DNAI2	9.53E-13	4.23E-01
NT5C1B	4.54E-10	2.40E-01
MTMR7	2.21E-14	-1.61E+00
TMEM255A	2.40E-03	2.74E-01
ZNF679	1.75E-01	-1.19E+00
SVOPL	5.18E-09	-3.34E-01
CCDC7	3.29E-12	3.46E-01
NPHP4	1.74E-29	-2.42E-01
OR9I1	3.78E-01	-5.19E-01
ARHGEF5	7.59E-14	1.47E+00
SEPT14	6.87E-06	3.18E-01
LRRFIP2	2.58E-25	7.13E-01
MTRR	2.18E-14	-6.65E-01
SIGLEC5	2.10E-06	-1.65E-01
SPINT2	7.51E-04	9.97E-01
RASL11B	7.47E-03	1.03E+00
DDX47	1.31E-10	3.95E-01
KLK11	7.54E-04	6.77E-01
NDUFB8	7.47E-03	-1.13E-01
CYP27B1	1.92E-07	6.55E-02
VSIG1	2.39E-03	4.56E-01
HLA-DMA	2.38E-03	8.79E-01
MDS2	3.77E-01	9.47E-01
PTPN18	1.50E-09	3.32E-01
BPNT1	2.23E-05	1.36E+00
PNLDC1	2.12E-14	7.97E-01
C6ORF47	6.64E-02	7.32E-01
DEPDC1B	4.42E-10	8.52E-01
ABHD6	2.23E-05	7.63E-01
GLI4	2.37E-03	-6.79E-01
MUC19	6.22E-32	4.87E-01
ASS1	1.51E-09	7.58E-01
CEBPD	6.12E-01	3.17E-01
DTNBP1	6.84E-06	-2.44E-01
PRX	2.13E-14	-1.31E-01
TEPP	2.32E-04	9.72E-02
CEP290	1.05E-60	4.75E-01
CCDC183	1.49E-09	-1.39E-01
EOGT	5.04E-09	-8.82E-02
NWD1	1.49E-26	1.62E-01
TMED3	2.26E-02	3.03E-01
FMOD	2.36E-03	-8.44E-02
ECSIT	6.76E-06	1.84E-01
RSPH1	2.05E-06	1.38E-01
METTL7B	6.62E-02	-1.72E-01
TSPAN6	6.61E-02	5.92E-01
HORMAD2	7.14E-05	6.27E-01
PCDHA7	4.98E-09	-1.18E+00
MUS81	8.85E-13	5.65E-02
CRYAA	1.74E-01	3.48E-01
SLC2A6	6.71E-06	8.05E-01
GIMAP8	7.15E-05	2.04E-01
OGN	7.41E-04	1.14E+00
ZNF823	3.76E-01	1.82E+00
CD300LG	7.36E-04	-1.81E-01
KDELC1	4.91E-09	1.50E-02
DNAAF3	5.54E-08	4.12E-01
PRMT7	5.50E-15	6.83E-01
GORAB	6.65E-06	-1.80E-01
CMTM5	6.58E-02	-4.04E-02
ANKRD63	3.76E-01	1.56E+00
AIFM3	1.95E-14	9.98E-01
TSPAN32	2.17E-05	-3.29E-01
CCNG1	7.32E-04	7.61E-01
ZNF597	6.56E-02	-5.41E-01
PIGG	5.43E-15	-1.68E-01
ACTR8	5.41E-15	1.23E+00
NKAIN4	7.31E-03	-6.23E-02
AAAS	2.44E-13	-3.63E-01
FAM120AOS	2.23E-02	7.41E-01
SEPSECS	1.61E-08	2.14E-02
TSPAN33	7.01E-05	1.36E+00
CEACAM5	4.16E-10	1.86E-01
SLC31A1	6.54E-02	1.08E+00
MSH4	2.12E-18	8.06E-01
PLEKHJ1	6.53E-02	-2.42E-01
IL1RL2	3.54E-11	4.36E-01
SAR1B	2.32E-03	8.14E-01
PNLIP	1.60E-08	4.43E-01
LGALS9	6.55E-06	9.12E-01
COMMD6	1.72E-01	-6.87E-01
TXNRD2	3.47E-11	6.36E-01
CHRNE	4.73E-09	-8.50E-01
TCTN2	1.84E-14	2.37E-01
PARP2	2.33E-13	4.90E-01
SLC22A6	5.32E-08	5.83E-01
ITGB2	5.08E-15	7.70E-01
PRSS50	2.25E-04	6.56E-01
CEP95	1.46E-19	-7.06E-01
ARHGEF26	1.86E-14	-1.02E+00
DEUP1	8.19E-13	2.36E-01
PKD2L2	6.65E-14	1.18E+00
PKDCC	2.13E-05	-2.93E-01
TRIM22	2.13E-05	1.34E-01
CATSPER1	1.01E-11	6.51E-01
UBE3D	5.98E-07	2.84E-01
LACTB	1.98E-06	1.26E+00
AQP4	2.29E-03	-1.92E-01
RAD18	1.58E-08	-1.35E-01
C6ORF163	7.21E-04	1.33E+00
LSM4	2.21E-02	1.60E+00
PPP1R3B	6.50E-02	-1.11E+00
CIR1	5.31E-08	1.04E+00
MAPK12	5.87E-07	-4.66E-01
GBP2	4.03E-10	1.07E-01
AXDND1	4.31E-26	-2.98E-01
C1QTNF4	1.72E-01	1.65E+00
CD53	2.30E-03	8.10E-01
IFT80	1.41E-19	1.51E+00
SCO1	2.23E-04	-1.96E-01
RGN	2.21E-02	-9.13E-01
GATB	4.00E-10	4.88E-01
TPPP3	3.73E-01	8.78E-01
CHTF8	3.73E-01	2.91E-01
CD180	6.84E-05	1.94E-01
ZNF212	1.94E-06	6.05E-01
DCAKD	6.49E-02	3.33E-01
DCDC2C	7.17E-04	1.03E+00
NUTM2D	3.73E-01	9.74E-02
TLR4	4.61E-09	6.47E-01
PM20D2	6.83E-05	9.79E-01
MYO3B	2.03E-36	1.09E-01
ZNF264	5.83E-07	-2.81E-01
ZNF268	6.33E-14	4.37E-01
C6	5.86E-22	-8.77E-01
MUC4	2.79E-54	-1.89E+01
IQUB	1.73E-14	-1.02E-01
BFAR	1.54E-08	6.97E-02
WDR34	1.73E-07	-1.22E-01
CRAT	9.48E-12	8.52E-01
FBP2	2.21E-04	1.90E-01
PLEKHB1	2.21E-04	4.12E-01
SLC15A4	1.93E-06	1.01E+00
KIAA0319	3.32E-20	4.62E-01
PPP1R1A	2.19E-02	9.77E-01
LPCAT2	1.12E-10	2.01E+00
PREPL	2.16E-13	-2.50E+00
INTS11	5.99E-14	5.44E-01
CCDC73	4.77E-19	8.81E-01
GTF2H2C	2.19E-02	8.53E-01
LPXN	1.91E-06	3.96E-01
NADK	1.13E-10	1.88E+00
MMADHC	2.07E-05	-4.13E-01
SNAP47	2.07E-05	-1.30E-01
BRI3BP	6.44E-02	1.20E+00
ISCA1	1.71E-01	7.84E-01
WDFY2	1.52E-08	1.04E+00
CLCN1	3.25E-20	2.12E-01
SLC7A8	5.11E-08	1.74E-01
SEC11A	2.25E-03	1.58E+00
USE1	2.07E-05	5.16E-01
MARC2	2.19E-04	4.32E-01
BRAT1	7.43E-13	-5.93E-01
DAGLB	2.63E-12	-1.28E+00
MIS18A	7.07E-03	-1.24E-01
NRM	2.18E-02	1.24E+00
CEP70	4.56E-15	-3.97E-02
MCRIP2	3.72E-01	6.20E-01
SBSN	6.24E-06	5.88E-01
PYM1	2.19E-02	1.40E+00
CEBPE	7.08E-03	2.33E-01
FBXO39	6.73E-05	-5.59E-02
ZNF879	5.67E-07	1.61E+00
ALDH3B1	6.24E-06	9.59E-01
NEMP2	5.67E-07	1.68E+00
OSGEPL1	6.73E-05	7.92E-01
CST6	3.72E-01	1.25E+00
GHDC	4.44E-09	8.84E-01
CARD14	1.21E-19	6.08E-01
ASPHD1	2.24E-03	1.29E+00
CHRNB1	5.05E-08	4.38E-01
WTIP	6.67E-05	6.06E-01
GCSAM	6.40E-02	4.91E-01
DCTN5	7.05E-03	1.69E+00
CNIH4	2.17E-02	2.31E-01
CRYBB1	7.01E-04	3.51E-01
CD1D	1.88E-06	-6.04E-01
OLFML2A	1.29E-09	-3.61E-01
SYDE2	2.31E-17	7.87E-01
KLK5	7.01E-03	2.87E-01
SAAL1	4.32E-09	3.73E-01
TMCO6	1.27E-09	4.30E-01
TRPT1	2.22E-03	5.51E-01
AKR1B1	2.02E-05	4.05E-01
ASMTL	1.27E-09	-6.09E-01
FBXO2	2.15E-04	9.12E-02
CCL2	6.08E-01	1.19E+00
RFK	6.39E-02	4.93E-01
MMEL1	1.24E-22	1.26E-01
RAB8B	6.95E-04	1.98E+00
CCDC141	1.59E-33	-3.54E-02
R3HCC1L	1.26E-09	-7.36E-01
LRRC34	5.52E-07	1.83E-01
HADH	6.56E-05	5.28E-01
CPED1	1.87E-24	1.25E-03
MRPS9	1.26E-09	2.08E-01
SYCP2L	3.01E-23	8.98E-01
TMEM68	6.99E-03	1.25E+00
STK32B	4.91E-08	-9.84E-01
LIPA	5.53E-07	2.28E-01
KIAA1614	1.15E-15	5.34E-01
RNF217	2.02E-05	1.31E+00
CFAP45	5.54E-14	-5.46E-01
MED6	6.60E-05	9.55E-01
RPLP1	3.70E-01	1.09E-01
TTC30A	5.46E-07	-6.13E-01
DDX51	8.61E-12	-1.41E+00
CHAD	6.98E-03	6.75E-01
TMPRSS11F	1.24E-09	3.88E-01
EXD3	2.98E-16	4.12E-02
TRPM5	4.44E-22	8.36E-02
GJA8	2.21E-03	-1.99E-01
CAPN10	6.92E-13	1.17E+00
B3GALNT1	2.21E-03	7.49E-01
USB1	6.87E-04	1.92E-01
TAF1A	1.24E-09	1.00E+00
NRAP	3.26E-50	-1.70E-01
RAB34	5.43E-07	1.08E+00
FAM71F2	2.14E-02	-1.68E-01
DNAAF1	8.47E-12	-1.99E+00
P2RY4	1.69E-01	-3.17E-01
DNAJC18	4.82E-08	1.33E+00
SLC10A7	1.98E-05	1.34E+00
OR2A7	3.70E-01	1.01E+00
SLCO4A1	1.03E-10	4.30E-01
GAP43	2.15E-02	-6.79E-02
TMEM53	2.14E-02	1.01E+00
ZNF75A	2.20E-03	6.24E-03
ARL2	2.14E-02	1.05E+00
NAT6	1.69E-01	5.63E-01
ZNF3	1.98E-05	1.31E+00
SPAG7	6.85E-04	8.76E-01
SPSB2	2.14E-02	-6.10E-01
ACOT8	5.97E-06	1.24E-01
ZNF615	8.38E-12	-1.29E-01
BPGM	2.13E-02	7.03E-01
LY6H	1.68E-01	6.06E-01
SH3BGR	2.18E-03	4.42E-01
SPOUT1	4.13E-09	1.31E+00
SRP19	6.90E-03	2.57E-01
TYSND1	6.82E-04	9.75E-01
GSAP	2.55E-23	5.28E-01
PLEKHG6	3.72E-19	6.07E-04
ZNF804B	5.35E-18	-7.51E-01
ACER1	2.17E-03	4.51E-01
SLCO6A1	2.88E-11	5.11E-01
SIGIRR	5.93E-06	-4.85E-02
FBXW9	4.09E-09	6.22E-01
CORO2A	3.45E-10	7.55E-01
CRYBA1	6.41E-05	6.26E-01
CNDP1	1.18E-09	4.18E-01
CXCL10	3.69E-01	3.35E-01
APOOL	2.12E-02	2.59E-01
TC2N	1.19E-09	1.92E-01
RGS20	6.40E-05	1.14E+00
PRSS23	1.94E-05	4.70E-01
PRR35	2.12E-02	7.19E-01
UBALD2	3.68E-01	1.72E+00
CLMP	1.57E-07	5.83E-01
C2ORF16	1.34E-14	3.18E-01
CDRT1	4.98E-14	6.57E-01
SMIM23	6.83E-03	1.12E+00
CFAP58	9.43E-23	-1.61E-01
NKX6-1	6.27E-02	1.08E+00
CAB39L	6.39E-05	6.38E-01
UTP3	1.94E-05	1.15E+00
ZNF235	3.38E-10	6.93E-01
ADGRL4	2.78E-11	3.29E-02
ATP6V0A4	2.15E-20	8.55E-01
CBLN4	1.67E-01	1.96E+00
CD59	6.06E-01	-4.51E-02
RXFP2	9.90E-16	8.94E-01
PQLC2	6.35E-05	9.76E-01
FAM118A	6.32E-05	9.48E-01
LIPK	1.76E-06	1.37E-01
C9ORF78	1.92E-05	1.82E+00
HIST1H3J	6.06E-01	1.27E+00
PIK3R3	3.36E-10	4.44E-02
KLKB1	6.29E-13	7.00E-01
DDX60L	1.07E-38	1.14E-01
ZGRF1	2.16E-42	4.63E-01
HHLA2	1.73E-06	5.73E-01
PPA1	1.92E-05	8.37E-01
YDJC	6.24E-02	1.41E+00
TMC4	1.72E-13	1.07E+00
COL21A1	5.23E-24	8.09E-01
SLC9B1	5.17E-07	8.74E-01
DPYD	3.37E-22	-2.17E-01
P4HTM	3.92E-09	1.54E+00
KBTBD11	6.24E-02	5.07E-01
ZNF416	3.67E-01	8.94E-01
TTC29	1.34E-08	-3.99E-01
ZXDC	1.14E-09	1.38E+00
DBH	3.34E-10	-1.13E+00
BTC	6.23E-02	-1.26E-01
TMPO	1.55E-07	-6.08E-01
CDC6	1.15E-09	6.06E-01
RSL1D1	5.17E-07	-1.61E+00
C16ORF54	3.67E-01	4.52E-01
ACTR5	1.14E-09	4.05E-01
ARMT1	5.12E-07	4.81E-01
PPP1R3A	9.31E-16	-3.00E-01
ACSM6	1.53E-07	9.57E-01
PALB2	3.04E-19	2.76E-01
BMF	6.76E-03	5.41E-01
NUDCD1	2.67E-11	5.02E-01
FAM71C	1.67E-01	-4.02E-01
CCBE1	1.53E-07	-6.91E-01
CRYBG1	3.51E-33	-5.67E-02
DIS3	1.27E-21	6.93E-01
TMEM209	6.05E-13	7.46E-01
PLA2G4C	1.68E-13	1.74E-01
ABRAXAS1	5.07E-07	3.84E-02
COQ8A	9.29E-11	-8.72E-01
C20ORF196	1.66E-01	4.79E-01
BLZF1	5.09E-07	4.14E-01
FKBP3	6.60E-04	-1.62E-02
TTC22	1.71E-06	1.10E+00
ESR2	4.45E-08	4.05E-01
ZNF614	1.51E-07	2.73E-01
ZPLD1	4.45E-08	-2.42E-01
HACL1	7.48E-12	-4.36E-02
NKIRAS2	6.72E-03	1.03E+00
GEMIN4	5.90E-13	-4.68E-01
CFAP20	2.11E-03	2.07E+00
MEIS3	3.80E-09	1.65E-01
BSCL2	1.10E-09	2.60E-01
TPD52L2	2.02E-04	-8.38E-03
FGL2	6.15E-05	5.85E-01
RASSF2	5.06E-07	9.00E-01
LAMB4	1.61E-42	-1.46E-01
ECE2	1.18E-21	1.90E-01
KCTD12	6.17E-02	7.62E-01
MTFMT	1.50E-07	-4.62E-01
KCNN4	5.03E-07	1.62E+00
MRPL33	3.66E-01	3.73E-01
EMC1	6.73E-26	1.35E+00
PTF1A	1.66E-01	5.08E-01
SCEL	4.58E-21	2.86E-01
HASPIN	4.99E-07	6.56E-01
HARBI1	6.48E-04	3.65E-01
CREB3	1.85E-05	3.92E-02
CX3CR1	6.14E-02	1.08E+00
NHLRC3	1.85E-05	2.93E-01
PWP1	1.99E-12	1.28E+00
RPS20	2.07E-02	1.05E+00
F11R	1.85E-05	9.51E-01
P3H3	7.11E-12	-3.83E-02
SYTL2	4.26E-21	-1.20E+00
SLC45A2	1.66E-06	-1.11E+00
NEIL1	4.96E-07	-2.59E-01
MSX1	1.65E-01	2.78E-01
NBN	2.18E-16	6.09E-01
SELL	4.96E-07	3.20E-01
POMGNT2	5.56E-06	9.55E-01
CRIP3	6.48E-04	6.39E-02
FXYD5	2.09E-03	1.70E-01
AHNAK2	6.48E-04	-1.22E+01
G6PC	1.84E-05	2.66E-01
COQ9	5.53E-06	-2.16E-01
MAN2B2	6.56E-23	-2.57E-01
CYP51A1	1.46E-07	7.88E-01
RPL36A-HNRNPH2	3.64E-01	9.51E-01
CTSH	1.25E-08	5.35E-01
CACNA2D4	1.49E-34	7.52E-01
ATP8B3	1.47E-26	-3.00E-01
SNRNP27	1.98E-04	1.76E+00
UNC50	1.98E-04	9.41E-01
GHSR	6.58E-03	1.90E-01
POTEF	5.45E-06	-2.74E+00
STAC	1.44E-07	3.04E-01
LOXHD1	5.59E-26	1.38E+00
POLR1D	3.64E-01	1.69E-01
DNTT	2.95E-10	-4.66E-01
LIMD2	1.64E-01	6.15E-01
TRIM5	5.97E-05	-4.75E-01
COL6A6	8.45E-46	4.19E-01
GSTM1	2.06E-03	1.52E+00
GALNS	2.96E-10	-4.35E-01
SLC7A2	2.34E-11	-1.41E+00
UBQLN3	1.80E-05	-1.21E+00
SCN10A	9.95E-38	-6.82E-01
TMPRSS4	1.21E-08	3.47E-01
SLC9A8	2.91E-10	1.62E+00
SFI1	5.94E-44	-5.43E-01
FAM161A	5.10E-13	-4.95E-01
HMCN2	1.80E-12	1.07E+00
EPB41L4A	3.51E-21	-1.26E+00
PEX13	5.90E-05	-2.97E-01
PMS1	1.32E-17	6.25E-01
SOSTDC1	1.63E-01	6.61E-01
EFCAB3	3.48E-09	7.59E-01
ZNF286B	5.34E-06	1.21E-02
TRMT61B	4.11E-08	-6.44E-01
RIMKLA	6.31E-04	1.22E+00
TLR10	3.48E-09	2.37E-01
ZNF302	1.94E-04	-5.11E-01
ZNF441	3.62E-01	1.56E+00
ABT1	2.03E-02	1.74E-01
C2ORF82	6.02E-01	3.60E-01
MED27	1.77E-05	1.26E+00
TRDN	8.36E-22	-7.70E-02
ANXA4	1.19E-08	8.55E-01
C1ORF198	6.29E-04	7.99E-01
INHA	6.47E-03	4.46E-01
EDN2	6.03E-02	1.29E-01
BHLHB9	2.03E-02	4.74E-01
PARD6A	6.47E-03	1.69E+00
DBR1	1.18E-08	7.91E-01
C7ORF31	8.05E-11	-2.32E-01
KRT75	4.04E-08	-9.66E-01
HYAL1	1.91E-04	3.15E-01
PCLAF	1.63E-01	4.55E-01
APOBEC3H	2.02E-03	1.91E-02
ENTPD4	1.81E-16	-7.23E-01
TM2D2	6.45E-03	4.80E-01
TM7SF2	1.37E-07	4.04E-01
NLRP7	1.81E-16	-5.10E-01
BOK	1.63E-01	1.36E-01
CORO7	1.83E-25	-1.94E-01
HLA-C	1.57E-06	1.35E-01
PGP	1.63E-01	1.30E+00
TCHP	1.80E-16	2.20E-01
MICU3	3.40E-09	2.19E-01
SELENON	9.79E-10	4.24E-01
C4ORF47	6.21E-04	1.24E+00
NFATC2IP	1.74E-05	6.40E-01
ZMAT3	1.90E-04	7.78E-01
RALB	2.01E-02	1.86E+00
CNGB3	7.77E-19	-1.18E+00
HP	1.74E-05	1.35E-02
CEP78	6.17E-12	-5.80E-01
TRMT2B	4.59E-07	1.03E+00
SSH3	3.47E-14	6.00E-01
CATSPERZ	2.01E-02	5.16E-01
SYT12	1.74E-05	3.07E-01
ZNF461	3.96E-08	5.70E-01
WBP4	3.98E-08	2.37E-01
PDE6D	6.42E-03	1.60E+00
ARHGEF16	4.71E-13	4.56E-01
ZNF771	5.99E-02	2.06E+00
CSAD	6.08E-12	3.84E-01
CAMLG	6.18E-04	6.45E-01
CAPN8	1.25E-13	8.44E-01
APOBEC3F	1.35E-07	-1.29E+00
FUNDC2	5.98E-02	3.63E-01
HPS3	2.94E-21	1.60E-01
METTL27	5.98E-02	-4.56E-01
CCDC57	6.50E-16	4.51E-01
TM9SF1	2.46E-15	2.08E+00
RHOJ	6.40E-03	4.84E-01
FAM110A	3.61E-01	6.41E-01
SLC35B1	1.73E-05	7.90E-01
HOXB4	5.98E-02	5.50E-01
PODN	9.57E-10	7.82E-01
C3ORF38	6.13E-04	2.55E-01
CMTM8	5.96E-02	7.18E-02
AIF1L	6.37E-03	2.99E-01
ZCCHC10	5.97E-02	-1.76E-02
VKORC1	1.62E-01	3.05E-01
COG6	6.36E-16	-1.84E-01
JUN	5.96E-02	1.19E+00
MATN4	1.13E-08	1.12E+00
GPALPP1	1.72E-05	-2.97E-02
NPY5R	6.37E-03	7.34E-01
SNAPC3	4.55E-07	-1.03E+00
TREH	8.96E-15	4.43E-01
MAP3K19	1.76E-22	7.60E-01
CALB2	4.54E-07	2.01E-01
CREB3L4	5.14E-06	5.11E-03
PCDHAC1	7.57E-11	-5.43E-03
COA7	5.97E-02	6.72E-01
HAUS8	1.52E-06	1.71E-01
CDK7	4.47E-07	1.94E+00
DYNLRB1	1.61E-01	8.45E-01
ZWILCH	1.20E-13	-3.87E-01
EARS2	1.12E-08	1.08E-01
TSPAN17	1.51E-06	9.24E-01
FGA	1.22E-13	-6.70E-01
RTL5	1.86E-04	2.03E-01
STAP1	1.70E-05	2.51E-02
EGR4	6.35E-03	-1.36E-01
NOMO1	1.70E-19	5.17E-01
BCAT1	3.80E-08	-2.21E-01
SYCE3	6.00E-01	7.36E-01
SLC22A11	1.30E-07	2.38E-01
SMPD4	1.71E-19	8.57E-01
GEMIN2	1.50E-06	-1.20E-01
LARGE2	1.60E-12	-6.46E-02
MARVELD1	3.60E-01	1.21E+00
HTR5A	6.29E-03	1.81E-01
CCDC34	5.01E-06	-2.63E-01
GABRE	1.84E-04	-7.20E-02
STX7	5.03E-06	8.11E-01
METTL1	1.96E-03	2.39E-01
ERMARD	5.78E-16	-3.20E-01
MRPS18B	5.60E-05	-1.61E-01
NBL1	5.90E-02	1.52E+00
SLC30A7	4.40E-07	4.67E-01
MYL10	6.26E-03	-9.63E-02
FANCI	8.91E-37	-1.35E+00
SPHK2	1.28E-07	1.32E+00
TREM1	6.28E-03	8.44E-02
ERAL1	3.11E-09	3.58E-01
CD34	4.99E-06	7.73E-01
CCDC86	1.67E-05	4.85E-01
THNSL2	1.48E-06	8.81E-02
VSIG10L	1.09E-08	2.23E+00
CEBPB	3.58E-01	8.97E-01
ATP10B	1.41E-30	-8.86E-02
ELP3	3.01E-14	1.83E+00
HDGFL1	5.87E-02	4.50E-01
ENPP3	3.47E-23	7.44E-02
PLCZ1	1.50E-12	-6.08E-01
TAF1B	7.98E-15	7.75E-01
ARTN	3.58E-01	1.22E+00
TBCA	1.60E-01	5.95E-01
PLPP4	1.83E-04	1.15E+00
PIGN	2.29E-21	4.16E-01
TRMT10B	4.93E-06	2.98E-01
DCHS2	7.42E-47	-4.97E-01
ALKBH1	4.90E-06	5.35E-02
PPP1R11	3.58E-01	1.90E+00
CDR2	4.30E-07	8.53E-01
CRIP2	1.81E-04	4.56E-03
PSMA8	5.50E-05	3.68E-01
GFAP	1.46E-06	9.29E-01
VAX2	1.60E-01	-6.50E-01
LILRA3	1.45E-06	-8.82E-01
EML2	5.76E-19	1.31E-01
SH2D3A	3.64E-08	1.05E+00
SPPL2C	1.82E-04	1.93E-01
CRB3	3.58E-01	2.81E-01
ABCC6	5.62E-35	-1.09E+00
UBIAD1	1.95E-02	1.12E+00
NAA20	6.20E-03	1.31E+00
SLC50A1	1.93E-03	9.32E-01
GNAT3	1.63E-05	2.57E-01
C2	1.35E-16	1.12E+00
DNAJB2	5.44E-05	7.21E-01
PON2	5.44E-05	7.55E-01
ANKDD1B	1.44E-06	1.54E+00
CCDC125	8.59E-10	3.53E-01
ZNF485	5.46E-05	7.16E-01
EPS8L1	2.01E-15	3.27E-02
AGXT	1.23E-07	-2.68E-01
LMO2	1.59E-01	1.34E+00
LIN28A	1.94E-02	7.14E-01
C17ORF80	1.23E-07	-3.99E-01
ELP4	1.23E-07	-3.00E-01
C12ORF49	6.16E-03	7.49E-01
SECISBP2	2.19E-18	5.20E-03
ZNF420	1.86E-11	1.77E+00
PPL	1.51E-42	-3.66E+00
SEMG1	3.57E-01	-5.70E-01
CEND1	5.98E-01	-1.90E-01
ERN2	7.18E-24	-2.95E-01
CNRIP1	1.59E-01	5.49E-01
TTLL8	7.22E-15	3.52E-01
MYH8	2.05E-51	3.50E-01
TMEM87B	3.74E-13	6.81E-01
ANKRD45	5.82E-04	5.95E-01
TWSG1	6.11E-03	9.51E-01
DZIP1	3.13E-20	9.54E-01
CD5	2.31E-10	9.62E-01
TMEM38A	5.83E-04	9.29E-01
ZCWPW2	1.41E-06	-9.06E-01
CLCA4	6.96E-15	2.31E-01
NDUFS3	5.83E-04	-1.53E-02
ANXA1	1.20E-07	4.90E-02
CACNG5	6.12E-03	2.41E-01
FCMR	1.60E-05	3.71E-01
POLR3C	5.03E-12	1.02E+00
ADAM7	1.19E-19	-5.05E-01
GBP5	8.11E-10	-3.04E-01
COASY	8.09E-10	1.09E-01
G6PC3	4.72E-06	6.96E-01
STEAP4	1.20E-07	8.43E-01
MED16	2.59E-14	-1.67E+00
HMGN3	5.78E-02	7.61E-01
SDCBP	5.81E-04	1.04E+00
